frame,time,backbone,pair_sidechains
818,81.8000,0.9956,0.7699
819,81.9000,0.9927,0.7816
820,82.0000,0.9797,0.7339
821,82.1000,0.9771,0.6820
822,82.2000,0.9817,0.7960
823,82.3000,0.9958,0.7468
824,82.4000,0.9933,0.6749
825,82.5000,0.9965,0.6986
826,82.6000,1.0022,0.7289
827,82.7000,1.0006,0.7911
828,82.8000,1.0082,0.9197
829,82.9000,1.0102,0.8469
830,83.0000,1.0120,0.7871
831,83.1000,1.0230,0.9035
832,83.2000,1.0246,0.8352
833,83.3000,1.0245,0.6526
834,83.4000,1.0182,0.7368
835,83.5000,1.0213,0.6655
836,83.6000,1.0244,0.7265
837,83.7000,1.0312,0.8353
838,83.8000,1.0393,0.7761
839,83.9000,1.0344,0.7766
840,84.0000,1.0273,0.7361
841,84.1000,1.0353,0.7786
842,84.2000,1.0482,0.7172
843,84.3000,1.0573,0.6786
844,84.4000,1.0662,0.7698
845,84.5000,1.0642,0.8262
846,84.6000,1.0627,0.8519
847,84.7000,1.0641,0.7808
848,84.8000,1.0450,0.7696
849,84.9000,1.0205,0.7701
850,85.0000,1.0033,0.7819
851,85.1000,0.9953,0.6796
852,85.2000,0.9975,0.6950
853,85.3000,0.9871,0.7344
854,85.4000,0.9949,0.8464
855,85.5000,1.0109,0.9318
856,85.6000,1.0228,0.8862
857,85.7000,1.0226,0.8920
858,85.8000,1.0303,1.0344
859,85.9000,1.0325,0.9961
860,86.0000,1.0361,0.9380
861,86.1000,1.0323,0.9659
862,86.2000,1.0276,0.9525
863,86.3000,1.0231,0.8577
864,86.4000,1.0302,0.9634
865,86.5000,1.0297,0.8976
866,86.6000,1.0281,0.8450
867,86.7000,1.0422,0.8334
868,86.8000,1.0518,0.8782
869,86.9000,1.0382,0.8978
870,87.0000,1.0374,0.8903
871,87.1000,1.0330,0.8074
872,87.2000,1.0126,0.8311
873,87.3000,0.9978,0.9014
874,87.4000,0.9852,1.0378
875,87.5000,0.9857,1.0723
876,87.6000,0.9865,1.0960
877,87.7000,0.9872,1.0527
878,87.8000,0.9833,0.9780
879,87.9000,0.9719,1.0040
880,88.0000,0.9661,0.9952
881,88.1000,0.9720,0.7698
882,88.2000,0.9714,0.8163
883,88.3000,0.9776,0.8294
884,88.4000,0.9809,0.6031
885,88.5000,0.9804,0.8236
886,88.6000,0.9854,0.8134
887,88.7000,0.9895,0.8463
888,88.8000,0.9916,0.9196
889,88.9000,0.9872,0.9249
890,89.0000,0.9874,0.9607
891,89.1000,0.9943,0.8384
892,89.2000,0.9916,0.7738
893,89.3000,0.9909,0.7610
894,89.4000,0.9983,0.7077
895,89.5000,1.0048,0.6611
896,89.6000,1.0037,0.7806
897,89.7000,0.9953,0.8730
898,89.8000,0.9951,0.9269
899,89.9000,0.9986,0.7888
900,90.0000,1.0033,0.6816
901,90.1000,1.0049,0.5980
902,90.2000,1.0037,0.6842
903,90.3000,1.0058,0.7428
904,90.4000,1.0071,0.7165
905,90.5000,1.0035,0.7064
906,90.6000,0.9940,0.6561
907,90.7000,0.9877,0.7524
908,90.8000,0.9858,0.6933
909,90.9000,0.9985,0.7229
910,91.0000,1.0129,0.7154
911,91.1000,1.0294,0.7997
912,91.2000,1.0386,0.8803
913,91.3000,1.0380,0.8980
914,91.4000,1.0403,0.6742
915,91.5000,1.0344,0.7709
916,91.6000,1.0267,0.6660
917,91.7000,1.0262,0.6254
918,91.8000,1.0317,0.5142
919,91.9000,1.0366,0.5944
920,92.0000,1.0390,0.7740
921,92.1000,1.0418,0.6771
922,92.2000,1.0553,0.6752
923,92.3000,1.0551,0.5835
924,92.4000,1.0478,0.6318
925,92.5000,1.0433,0.5801
926,92.6000,1.0451,0.5860
927,92.7000,1.0432,0.5404
928,92.8000,1.0466,0.7078
929,92.9000,1.0406,0.5202
930,93.0000,1.0400,0.6357
931,93.1000,1.0354,0.6740
932,93.2000,1.0202,0.6753
933,93.3000,1.0109,0.7498
934,93.4000,1.0085,0.7558
935,93.5000,1.0129,0.8409
936,93.6000,1.0190,0.9214
937,93.7000,1.0300,0.8676
938,93.8000,1.0416,1.0072
939,93.9000,1.0433,0.8640
940,94.0000,1.0465,0.8385
941,94.1000,1.0446,0.8080
942,94.2000,1.0373,0.6627
943,94.3000,1.0332,0.6023
944,94.4000,1.0357,0.7934
945,94.5000,1.0268,0.7064
946,94.6000,1.0191,0.6116
947,94.7000,1.0091,0.4844
948,94.8000,0.9963,0.6309
949,94.9000,0.9976,0.7571
950,95.0000,1.0045,0.8728
951,95.1000,1.0099,0.9685
952,95.2000,1.0113,0.9373
953,95.3000,1.0121,0.9656
954,95.4000,1.0059,0.9273
955,95.5000,1.0060,1.0585
956,95.6000,1.0025,1.0902
957,95.7000,1.0076,0.8042
958,95.8000,1.0124,0.8954
959,95.9000,1.0131,0.9725
960,96.0000,1.0108,0.9497
961,96.1000,1.0076,1.0664
962,96.2000,1.0042,0.9779
963,96.3000,1.0115,1.0002
964,96.4000,1.0114,0.9662
965,96.5000,1.0241,0.9105
966,96.6000,1.0284,0.8722
967,96.7000,1.0219,0.8464
968,96.8000,1.0188,0.9097
969,96.9000,1.0076,1.1038
970,97.0000,1.0081,1.0700
971,97.1000,1.0195,0.8863
972,97.2000,1.0249,0.9403
973,97.3000,1.0297,0.9480
974,97.4000,1.0296,0.7878
975,97.5000,1.0158,0.9615
976,97.6000,1.0087,0.9724
977,97.7000,1.0025,0.9512
978,97.8000,0.9928,1.0092
979,97.9000,0.9904,1.0895
980,98.0000,0.9942,1.0030
981,98.1000,0.9970,1.0745
982,98.2000,1.0034,0.9923
983,98.3000,1.0044,0.9600
984,98.4000,1.0075,0.8668
985,98.5000,1.0000,1.0042
986,98.6000,0.9980,0.9761
987,98.7000,0.9930,0.9690
988,98.8000,0.9896,0.8649
989,98.9000,0.9825,0.9390
990,99.0000,0.9723,1.0072
991,99.1000,0.9639,1.1494
992,99.2000,0.9525,1.1179
993,99.3000,0.9459,0.9844
994,99.4000,0.9446,1.0214
995,99.5000,0.9433,1.0011
996,99.6000,0.9369,0.8940
997,99.7000,0.9392,1.1079
998,99.8000,0.9408,1.0706
999,99.9000,0.9428,1.0639
